	TCGA-AX-A1CI	TCGA-BK-A0CB	TCGA-AX-A1CF	TCGA-BK-A13C	TCGA-AX-A1CK
TRPM4	7.919	5.222	13.642	4.296	15.761
C17orf63	6.71	4.575	6.229	3.448	7.435
EMB	2.44	0.755	2.708	1.184	10.595
RNF166	6.069	5.378	6.292	6.359	6.436
ASB9	1.734	0.881	1.086	1.977	1.717
COASY	25.192	12.164	27.917	11.8	26.371
FLJ10357	8.837	11.493	10.942	14.036	6.813
BAD	38.779	35.034	48.342	30.227	40.054
LOC285375	0.086	0.154	0.172	0.035	0.202
OR3A4	0	0.025	0	0	0
HIST1H3J	0	0.128	0	0	0
PSG7	0	0.022	0	0	0
SLC5A3	5.507	2.275	3.488	1.499	4.55
FAM65B	13.432	5.427	8.072	14.944	6.069
IRX1	0	0.049	0	0	0
PLEKHF1	4.983	9.792	7.896	7.188	9.829
TMEM109	56.647	78.713	62.006	85.507	46.515
ATP6V0A1	19.266	17.144	16.631	15.334	11.921
LRP1	184.245	552.29	192.61	424.06	102.203
GSG1L	0.264	0.033	0.139	0.053	0.055
ZNF853	7.823	6.756	11.24	8.232	6.351
FHL1	45.252	231.223	57.688	313.548	46.173
SEC22B	21.469	16.55	18.97	20.737	19.362
MS4A8B	99.81	0.024	45.075	0.11	65.427
ALKBH2	11.983	7.127	16.027	11.038	14.955
EFCAB5	0.023	0.081	0.036	0.028	0.068
RASA4P	2.343	7.354	4.699	5.029	2.137
KCNA2	0.013	0.029	0.032	0.016	0.04
DYNLT1	91.4	45.487	74.567	50.75	112.226
CBR4	12.498	6.766	9.729	6.844	13.01
METTL2A	6.057	4.111	5.398	3.644	5.371
SNORD125	0	0	0	0	0
LYPLA1	12.026	6.168	7.172	7.651	11.391
DEFB110	0	0	0	0	0
ENPP6	0.051	0.109	0.061	0.205	0.073
PRSS27	0.872	2.059	0.968	0.546	1.378
SNW1	22.757	16.745	19.876	21.761	21.554
PHC2	22.342	30.13	24.335	32.979	29.028
CHPT1	25.207	8.336	20.055	14.549	18.594
C9orf98	14.423	0.527	10.049	0.489	9.722
LOXL2	0.79	7.216	0.978	5.222	0.78
TEKT5	0	0.038	0.042	0	0.125
TSPAN2	5.935	21.485	8.257	25.288	5.72
TNNT2	1.506	2.638	0.689	0.55	0.609
LOC646982	0.142	0.32	0.08	0.037	0.112
NOM1	4.509	4.36	4.72	4.249	4.321
INTS4L2	0.632	0.817	0.913	0.59	0.632
STK33	19.529	4.436	7.565	1.955	14.445
RNF19A	8.053	11.959	6.823	11.677	10.312
KLHL38	0.218	0.617	0.224	1.071	0.203
KCNQ1OT1	0.093	0.062	0.131	0.047	0.086
ZNF219	11.944	16.94	28.105	18.419	9.414
C17orf42	3.965	2.765	3.654	2.376	4.03
GDF7	0	0.138	0.034	0.123	0
PCBP4	5.265	15.744	5.795	13.251	5.305
DPP6	9.949	33.617	7.376	40.138	4.566
MRPL49	27.553	19.652	31	17.359	25.178
VTI1B	22.314	20.924	24.903	20.464	21.954
CYP7A1	0	0.011	0.024	0.012	0.01
KIAA1755	1.306	3.218	1.591	2.047	0.404
APBB1IP	3.775	1.098	4.23	3.331	5.307
FOXRED2	7.089	5.11	6.371	4.237	5.469
IDI1	9.387	7.942	7.745	8.119	6.983
BRI3	57.658	43.095	62.22	45.34	74.886
PPIAL4E	0.036	0.078	0.044	0	0.073
LOC283922	1.32	2.019	1.59	1.706	1.005
IFT122	27.263	8.996	21.469	8.235	19.199
C19orf50	26.437	24.102	30.825	23.162	26.562
TTLL9	5.338	0.104	2.853	0.149	5.035
ATP6V1E2	0.89	0.781	0.987	0.876	1.224
VWDE	1.517	0.027	0.496	0.151	1.03
TSGA10	8.107	0.802	4.048	0.42	6.689
RPL41	2825.646	1283.694	4182.856	1920.863	3242.012
DAZ2	0	0	0	0	0
SPOCK2	75.048	3.435	23.302	4.454	17.228
NRK	0.14	0.833	0.096	0.994	0.097
NUDT5	11.453	3.408	11.531	6.336	15.041
F10	12.97	9.197	12.643	16.004	1.78
ACP6	4.893	4.894	9.363	1.929	8.577
FITM2	2.39	2.811	2.818	2.782	1.524
LOC100129534	2.177	0.599	2.493	0.484	2.381
SH3RF3	3.2	0.813	1.974	2.157	1.852
ENOSF1	8.331	3.945	11.228	2.613	13.562
ZNF645	0	0.101	0	0	0
FN1	12.853	214.988	23.095	169.79	50.492
AZI1	4.869	4.805	5.231	3.326	4.495
RBMS2	8.534	10.288	8.552	8.966	9.627
ZNF423	7.143	6.535	6.683	9.541	1.818
CDC42	85.585	56.412	61.745	70.479	84.177
ACVR1C	0.046	0.014	0.039	0.064	0.016
CXCR3	1.469	0.751	1.201	0.548	4.392
GAD1	0.106	0.014	0.064	0.212	0.346
CLEC4M	0.768	0.239	2.025	0.451	0.272
ZNF133	4.915	5.029	6.134	5.018	5.734
C13orf16	0.078	0.208	0.093	0.048	0.194
BMP15	0.146	0	0.087	0	0.049
SDHC	29.417	17.116	25.24	18.586	26.738
HNRNPD	65.744	40.537	78.656	62.338	56.903
MACC1	3.91	0.578	1.876	0.116	2.257
ADAT2	1.142	0.898	1.355	0.786	1.887
CD300LB	0.207	0.774	0.371	0.169	0.207
CDS2	10.507	13.28	8.314	11.584	10.019
RAB27A	3.31	5.586	2.566	4.904	4.583
LOC654342	14.863	10.138	11.556	16.674	8.254
TMEM25	11.938	17.689	14.306	10.349	10.94
GCFC1	6.296	5.59	5.725	4.475	9.073
EYA4	6.194	0.332	3.831	0.206	4.719
ANKRD22	0.28	0.046	0.137	0.211	0.394
TMEM229B	1.466	1.783	1.416	1.642	4.32
C6orf221	0.028	0.119	0.033	0	0.028
YWHAG	19.403	29.496	18.671	31.556	18.122
SNORA2A	0	0	0.253	0	0
MKKS	10.276	9.577	10.654	10.615	11.921
TNFSF12-TNFSF13	5.441	4.853	8.166	4.457	4.601
ZNF41	1.912	1.72	1.57	1.842	1.949
CCDC41	5.05	1.072	2.858	1.35	3.731
SH3YL1	24.914	5.131	32.486	5.569	32.958
YAF2	2.508	2.121	1.735	2.191	2.124
RDH8	0	0.018	0	0	0
SNORD116-8	0	0	0	0	0
RASGRP4	0.619	0.972	0.762	1.209	0.513
LRRC37A4	7.955	3.187	7.549	2.288	6.417
COL18A1	70.569	39.689	101.158	40.448	68.837
MAGEB4	0	0.014	0	0	0
C13orf37	4.307	2.042	2.692	2.82	3.56
CD300LD	0	0	0	0	0
FAM71C	0	0.118	0.057	0	0
ZGPAT	11.205	11.979	15.878	8.703	12.244
OSCAR	0.559	0.535	1.194	0.685	2.294
MMP16	0.232	0.841	0.084	0.886	0.063
ANXA2P2	22.844	8.515	16.51	17.585	18.138
CCDC94	16.922	10.319	22.076	10.317	14.2
RNASE9	0	0	0	0	0
SLC22A11	0.224	0.133	0.119	0.061	0.05
GUCY1A3	3.929	8.266	2.132	21.592	2.391
COMMD1	22.986	24.634	22.129	24.364	20.675
GPATCH8	7.658	7.346	7.358	5.333	6.638
GSTA3	28.154	0	10.342	0	12.993
CREG1	43.713	27.698	42.844	36.33	50.753
PDZK1P1	0.256	0.156	0.421	0.179	0.365
TMEM156	0.291	0.213	0.329	0.263	0.567
C16orf7	4.165	4.546	6.421	3.33	7.999
ZNF607	4.002	2.169	3.387	1.914	3.111
TET1	0.657	0.498	0.604	0.549	0.506
SMARCB1	48.395	26.047	65.15	30.284	41.655
SERPINB1	47.351	8.601	36.745	15.427	50.491
CHODL	0.426	0.143	0.377	0.223	0.571
WDR73	10.729	6.684	12.071	5.295	11.191
PRR15	5.601	0.285	3.781	0.653	7.884
RPL17	1165.363	507.519	1682.652	864.424	1389.164
PEA15	44.885	87.771	56.515	88.904	66.48
LIPA	21.323	13.369	15.491	17.759	22.58
WWC1	14.197	0.232	16.052	0.026	12.561
HELQ	3.829	3.741	3.73	3.324	3.781
GOLGA3	15.576	18.69	16.34	21.372	12.165
SCNM1	15.244	15.227	14.894	14.099	16.844
YY1AP1	22.787	22.731	20.483	21.215	20.195
LEPROTL1	20.556	15.998	12.753	19.739	18.034
MAP4	72.354	81.861	60.852	98.069	65.884
EPR1	0.121	0	0.248	0.042	0.329
DNAJC5	32.59	25.396	35.341	23.878	34.214
IRAK3	0.308	0.907	0.251	2.734	1.167
AMZ2P1	2.991	2.879	2.446	2.368	2.654
IFITM3	1000.394	636.124	1814.669	995.617	1518.472
SLC30A8	0.021	0.147	0.051	0.065	0.042
ANKRA2	8.477	7.018	7.982	4.496	10.045
ARRDC4	10.573	10.225	6.754	3.134	7.866
RSPH6A	0.027	0.217	0.065	0	0.027
CYP2F1	0.08	0.255	0.285	0.059	0.064
TAF7	49.967	33.299	47.422	39.024	35.494
CISD3	8.165	6.117	10.214	7.635	8.099
FOXC2	0.119	0.2	0.244	0.5	0
UOX	0.019	0.02	0	0	0
PCDH9	0.188	0.176	0.084	0.224	0.028
NOP14	12.024	6.62	12.088	10.141	14.882
ARFIP2	21.087	8.251	23.837	8.522	19.884
KIAA1731	4.229	5.15	3.292	3.004	3.76
CLINT1	22.929	11.077	18.745	12.633	21.399
A4GNT	0	0.086	0	0	0.032
FAM57B	0.047	0.034	0	0	0.016
ZNF517	6.496	7.351	10.799	5.631	6.116
CA6	0	0	0	0	0
AKR1C1	2.936	3.073	1.827	7.347	0.538
APOL3	7.888	10.954	10.218	24.842	10.521
MRPL10	22.902	23.454	29.531	24.213	30.561
C6orf132	5.632	0.143	5.069	0.073	4.946
ESR1	63.258	43.503	59.837	60.786	52.28
UCHL1	14.323	3.057	3.144	4.425	11.663
LOC100131193	0.732	0.256	1.06	0.132	1.056
RRBP1	81.502	56.938	137.746	72.229	77.452
SLFN12	1.678	1.628	1.392	1.312	1.904
STAMBP	11.189	10.955	10.103	9.868	10.261
LCE1A	0	0	0	0	0
ATAD5	0.273	0.161	0.375	0.199	0.354
HMGCR	8.755	5.136	7.223	4.809	6.527
KLHDC2	24.912	29.741	24.339	22.815	25.254
SPTA1	0.036	0.011	0.009	0.035	0.004
C1orf112	1.28	1.438	1.143	1.16	1.463
LOC100128023	0	0	0	0	0
IRF3	17.257	17.524	22.098	14.548	21.967
LCE3D	0.046	0	0	0.17	0
MEX3D	3.479	3.003	9.345	3.343	2.739
ISOC2	30.763	23.561	40.442	17.906	37.291
NCRNA00107	2.442	3.573	3.018	1.627	2.442
TCEA3	83.668	22.727	96.63	24.828	78.536
SNORD1C	14.214	3.718	11.444	5.57	19.992
CSDC2	2.564	18.358	2.927	15.981	3.329
HTATIP2	4.302	5.621	4.09	4.343	10.894
KRT72	0	0.016	0	0	0
PRDX4	49.099	21.992	47.116	44.504	39.867
C2orf61	1.577	1.571	2.361	2.554	1.149
SORL1	48.89	3.665	28.249	2.927	36.581
KDM4C	6.934	5.727	6.406	5.545	6.085
SLC43A3	4.774	12.135	6.834	17.015	7.948
TECPR1	3.74	5.175	4.913	3.924	3.805
SFT2D1	34.807	14.978	34.741	17.311	30.055
VNN1	0.224	0.173	0.535	0.426	3.886
C1orf186	1.547	0.662	5.089	1.79	11.602
LUZP6	37.519	26.32	26.131	32.964	35.139
MYST4	7.897	8.1	6.382	7.427	4.749
USP8	8.858	6.473	5.725	6.566	6.925
DACT2	5.039	1.03	9.094	1.216	5.691
KIF23	0.32	1.082	0.519	0.359	0.675
CIB2	2.555	6.577	3.345	7.583	3.104
SP2	9.837	9.249	9.242	9.145	7.866
MTIF2	9.206	5.285	7.655	5.427	12.238
FOXO4	20.108	34.139	28.303	22.932	22.221
C10orf125	5.208	1.334	6.988	2.636	6.197
DBH	0.071	0.098	0.012	0.037	0.102
SNORD26	0	0	0	0	0
SVIL	30.375	126.493	32.607	111.657	28.288
TERT	0	0	0	0	0.008
LOC641367	0.053	0.057	0.038	0.091	0.053
MUTED	5.386	3.796	4.931	4.645	5.603
MYPOP	2.459	4.937	4.206	2.7	3.208
FNIP1	4.102	5.074	3.088	5.07	4.902
LOC100129716	0.641	0.697	0.669	0.252	0.687
P2RY1	1.843	2.127	1.182	2.347	0.413
MYT1L	0.008	0	0	0.048	0
SNX16	2.103	3.738	1.462	2.805	1.5
TMEM107	16.947	5.517	8.921	3.55	13.17
STX2	6.943	7.322	3.976	8.003	8.526
C7orf64	6.272	4.976	5.005	3.943	6.486
LGR4	6.608	4.81	4.237	5.263	8.36
SH3KBP1	8.958	5.263	8.16	8.578	4.892
MYCNOS	0.037	0.04	0	0	0.074
LAIR2	0.085	0.136	0.102	0.156	0.34
ANKRD13C	3.289	3.235	2.66	3.329	3.546
RGS20	0.053	0.114	0.191	0	0.107
HEXB	26.287	26.007	21.133	41.866	23.937
LLPH	11.916	8.348	10.73	10.988	11.952
CAP1	51.183	86.873	47.853	106.923	59.831
DHCR7	10.859	9.696	15.321	4.095	7.796
DISP1	2.227	4.348	2.312	2.469	1.472
ERBB2	81.577	18.425	79.681	19.258	64.11
TP53RK	4.046	2.759	4.31	3.547	4.107
GNAI1	6.966	8.379	4.636	9.634	4.007
OTUD6A	0.559	1.467	0.971	0.27	1.101
TTLL7	1.766	5.413	0.693	1.904	1.397
APTX	8.975	7.215	9.567	6.509	10.152
TNFAIP6	0.08	0.127	0.119	0.317	0
LOC150527	0.027	0.072	0.08	0	0.04
SNORA49	0	0	0	0	0
GPHB5	0	0	0	0	0
DCAF13	8.159	4.558	7.771	6.659	7.041
LOC340017	0	0.022	0.025	0	0.021
ATP11C	3.463	3.985	2.219	4.728	3.108
KIF13A	6.768	11.736	6.727	11.571	5.925
HPD	0.789	4.971	0.615	1.24	0.189
ORC3L	10.341	7.17	10.376	6.605	9.372
ZNF461	2.005	2.813	1.863	1.445	1.896
TXNDC5	34.886	42.637	47.018	61.262	39.301
P4HA3	0.088	2.074	0.196	1.62	0.416
IFT81	9.458	2.324	4.957	3.307	7.294
SEPX1	13.587	17.373	15.679	19.808	22.631
GPR128	0	0.285	0	0.047	0
ANO4	0.143	0.741	0.009	0.231	0.045
REM1	5.844	3.946	4.345	4.061	3.827
AXIN2	16.04	36.938	19.831	17.029	17.566
GPAM	1.701	1.973	1.227	2.321	1.212
SNORD73A	0	0	0	0	0
KCNG2	0.061	0.066	0.195	0.05	0
OR4A5	0	0	0	0	0
KCNMB4	1.07	0.957	1.006	3.504	0.912
SNORA50	0	0.225	0	0	0
RNF186	0	0.169	0.054	0.277	0
LOC153910	0	0	0	0.015	0
ROGDI	21.246	26.762	25.841	7.398	16.382
ZNF835	2.114	1.86	3.164	1.853	1.22
CNOT10	9.006	6.027	7.412	6.274	8.478
FOSB	69.019	107.985	123.642	4.464	6.901
MYH7B	1.007	1.193	1.107	0.586	0.855
PGLYRP3	0.049	0	0	0	0
POTED	0	0	0	0	0
RPL5	1247.526	609.268	1517.424	1068.219	1287.089
CASC2	5.874	0.667	2.374	0.266	2.91
FMOD	77.123	110.935	130.506	116.257	91.049
WFDC13	0	0	0	0	0
FST	1.141	1.391	2.18	3.048	2.373
CETN3	13.09	5.217	10.042	7.069	9.817
VCP	62.318	59.141	63.93	64.404	51.804
PTGDS	98.562	171.427	119.023	105.826	38.899
C9orf86	23.499	21.265	33.766	17.838	24.3
ACTA2	474.941	3734.453	574.22	5004.56	395.89
TLR6	0.474	0.308	0.32	0.214	0.463
DALRD3	39.503	14.464	42.062	13.348	39.271
LYNX1	5.421	27.676	5.671	13.534	4.632
RPL13AP6	0.745	0.984	2.564	0.805	1.49
ZNF773	2.66	1.581	2.726	2.193	2.257
KCNJ5	2.241	0.946	2.816	0.253	0.786
GNL2	28.867	14.677	27.996	21.395	22.484
ANKRD52	11.977	10.774	12.09	6.244	9.629
ELOVL2	0.056	0.068	0.042	0.266	0.049
NQO2	14.273	7.342	9.687	17.007	11.071
RGS11	1.301	1.115	0.864	1.007	0.405
GCNT7	0.014	0.044	0.017	0.017	0.069
CLIP2	4.184	11.716	3.8	11.486	3.246
TOMM5	25.644	15.231	31.901	24.513	26.909
RPS17	1039.432	612.941	1696.857	966.422	1411.3
SLC46A3	4.464	4.999	2.837	2.028	6.506
C6orf41	1.525	0.063	1.645	0.144	2.61
FAM83D	0.8	0.88	0.89	0.221	0.957
LOC220594	0.488	1.121	0.269	0.74	0.213
SAV1	14.154	8.206	11.544	9.94	13.152
CYB561	65.655	5.703	47.382	6.314	52.455
IRF6	32.007	0.456	22.836	0.959	16.266
RNFT1	2.695	1.799	1.786	1.718	3.349
SMYD5	14.872	6.448	17.379	7.197	13.186
CALML5	0.385	0	0.038	0.039	0
LPPR5	0.007	0.008	0	0	0
ZNF706	12.163	9.64	11.398	12.644	14.014
DOCK11	1.497	3.938	0.684	5.171	1.249
ORAI2	4.732	3.122	4.01	2.73	5.159
OXT	0	0.12	0.067	0.068	0
ZNF263	11.969	7.52	11.644	8.708	10.708
SMAP1	5.14	9.677	5.162	7.801	7.323
CC2D2A	43.795	27.672	18.887	18.918	31.763
SFXN3	14.999	15.664	13.375	16.388	22.966
OR10G7	0	0	0	0	0
BAGE2	0.123	0.459	0.128	0.132	0.077
HOTAIR	0	0.328	0	0.286	0
CYP2D6	0.64	0.221	0.674	0.092	0.885
SNAI1	1.005	1.146	2.681	2.012	0.821
ROD1	9.166	4.14	5.062	5.634	8.286
ILDR2	0.011	0.143	0.013	0.136	0.022
NIPA2	10.124	6.926	9.167	8.917	11.417
C9orf4	0.385	1.595	0.489	0.029	0.433
SNORD35B	1.347	0	0.804	0	0.337
KLKB1	0.14	0.136	0.455	0.14	0.546
ORMDL1	11.691	8.05	10.098	7.186	14.528
SCT	0.223	0.179	0.598	0.136	0.056
GEMIN6	6.197	3.265	5.433	4.181	6.077
LRRC10	0	0.023	0.026	0	0.011
SIRT6	7.86	6.795	12.123	6.105	11.395
TMPRSS11B	0	0.035	0.026	0.013	0.011
SNORD114-16	0	0	0	0	0
TAS2R19	0.095	0	0.076	0.078	0.095
EIF3CL	127.478	84.318	207.801	57.82	175.084
DEFB122	0	0	0	0	0
FEM1B	15.539	15.711	10.264	17.343	12.604
ZNF671	3.822	1.758	4.176	1.731	3.961
MTF1	6.499	5.538	4.9	3.512	6.257
C1orf163	4.167	2.483	4.53	3.954	3.865
FAM98A	8.849	14.606	7.511	14.53	8.32
LOC440461	0.035	0.243	0.146	0.3	0.297
MRPL28	37.772	27.628	51.032	25.244	35.39
CRIM1	24.471	15.367	18.954	34.7	25.537
WHAMML1	1.945	2.573	1.921	1.864	2.12
OR8I2	0	0	0	0	0
OSBP	24.093	17.888	19.418	17.508	20.725
SNAR-H	0	0.255	0	0	0
ZNF595	4.721	2.297	6.453	2.26	4.319
TEC	1.771	0.321	1.406	0.446	1.099
GOLGA1	3.887	5.651	3.72	4.381	4.549
MLXIPL	9.877	0.616	11.368	0.119	7.039
RPS6	2059.231	969.98	2706.743	1773.905	2462.887
HPCAL1	25.481	29.945	31.523	56.476	18.757
ZNF546	1.22	0.916	1.247	0.874	1.22
GLT8D2	5.165	15.215	5.726	8.57	2.98
KIAA1751	5.597	0.702	3.321	0.177	3.038
DDX47	18.097	15.144	17.115	16.753	17.554
N4BP2	0.805	1.094	0.536	0.591	0.466
LOC441177	0.028	0.356	0.165	0.034	0
FBRS	29.825	20.28	31.879	13.718	25.958
ACTRT1	0	0.021	0	0	0
C14orf37	1.731	2.748	1.114	2.819	1.576
DPEP2	0.724	1.689	0.865	1.714	0.51
PIAS4	6.894	7.353	7.485	5.255	5.989
SPRN	0.934	0.749	1.297	0.561	1.221
DNAJC27	1.846	1.574	1.382	1.251	1.371
TRPM3	0.368	0.732	0.354	0.238	0.47
PTPRB	0.832	4.017	0.918	9.47	0.948
CARKD	19.03	15.726	20.12	13.778	16.365
FXYD6	32.795	243.81	41.226	168.154	18.099
BTBD8	0.632	0.915	0.268	0.4	0.489
NRTN	0.627	0	2.875	0.061	6.597
BRP44	22.577	21.24	25.834	20.893	21.568
UTP14A	7.288	5.138	7.291	7.349	8.058
CDY2B	0	0	0	0	0
MSX2P1	0.053	0.057	0	0.016	0.027
PLEKHG4B	1.519	0.159	2.264	0.027	1.333
DNAJC21	7.203	12.612	6.724	10.122	8.062
COL4A3	0.098	0.116	0.081	0.202	0.086
CETN4P	0.228	0.195	0.054	0.111	0.273
HLA-E	145.086	202.396	171.868	346.422	247.371
CSPG4PY2	0.144	0.577	0.086	0.044	0.036
ZNF215	0.181	0.308	0.138	0.333	0.28
VPS33B	6.675	4.227	7.067	4.626	7.752
XPOT	13.782	10.936	10.4	15.223	13.243
DFFB	2.493	2.635	2.676	1.424	2.409
APOL4	4.118	1.713	3.322	1.193	2.068
UBE2QL1	0.553	0.788	0.44	1.268	0.213
PRAMEF12	0	0.017	0	0	0
LOC389333	0.916	0.329	1.398	0.582	0.766
MAPK7	5.738	6.636	7.679	6.586	5.434
ROM1	1.662	1.648	2.995	1.666	1.33
ZNF668	2.987	5.091	4.689	4.999	3.257
THOC4	20.34	11.079	29.963	15.531	17.099
SPATS1	6.033	0.169	3.046	0.048	2.116
ZBED1	13.19	11.714	12.188	11.097	13.441
SNORD115-41	0	0	0	0	0
RND2	1.572	4.125	1.311	3.751	0.487
C8orf38	2.992	1.828	2.268	2.25	2.786
SCOC	27.532	15	18.471	17.459	24.486
ANAPC13	27.295	18.538	24.369	26.58	32.01
SEC14L5	0.483	0.114	0.222	0.201	0.346
SIPA1L2	2.131	2.555	1.202	3.534	1.58
MYOD1	0	0	0	0	0
AOX1	7.121	6.027	5.132	6.99	2.282
TMEM185A	8.969	10.4	9.831	9.744	7.941
ZNF80	0.062	0.288	0.149	0.051	0.114
HDGFRP3	13.374	10.53	8.365	16.634	10.835
POLR2L	46.225	46.606	90.759	48.33	54.205
DMRTA2	0	0	0	0.012	0
EPHB2	3.906	0.992	4.742	1.248	2.086
SNORD115-37	0	0	0	0	0
KLK6	67.484	1.922	52.189	0.026	70.24
OR8B4	0	0	0	0	0
PTPN13	6.406	4.965	3.747	4.261	2.994
HYI	16.307	19.686	21.554	16.444	13.755
HDGF	81.285	34.491	82.017	44.861	111.299
PLEKHH3	12.049	10.971	21.013	7.832	11.744
C20orf108	24.251	23.611	22.188	22.437	31.017
KIF5C	0.867	0.542	0.293	1.254	0.434
MAP4K1	0.94	1.121	1.561	1.318	3.637
LYSMD2	6.7	3.57	6.935	5.53	8.521
NOS2	0.428	0.318	0.511	0.219	0.69
LGALS7B	0	0.181	0.068	0	0.17
EBF3	0.56	4.607	0.78	5.383	0.84
TRIP13	12.467	0.497	3.131	0.955	3.611
DDX23	25.678	21.598	27.871	23.716	22.413
TMEM97	12.467	2.415	11.064	2.509	4.406
C4orf11	0	0	0	0	0
LRRC37A2	3.301	5.441	4.737	2.158	2.874
OXA1L	47.361	38.237	60.393	46.23	70.545
PHF1	24.448	30.717	30.347	22.963	22.417
HIRA	14.042	9.472	13.599	11.031	10.733
NDST2	10.533	10.604	11.702	8.982	10.65
GOLGA6L6	0.28	0.314	0.292	0.094	0.287
DKFZp434J0226	0.208	0.566	0.068	0.046	0.038
NPTXR	9.609	8.62	11.484	9.324	10.824
ELMO2	11.352	10.866	10.476	13.179	10.677
PPP1R15B	11.629	15.895	9.635	6.981	8.817
TMEM81	0.657	1.292	0.936	1.117	0.806
MAML2	5.658	2.227	5.269	2.035	4.803
MRPL51	49.001	34.39	59.583	38.926	50.733
THOC7	21.39	20.504	20.58	27.121	28.081
AS3MT	4.934	7.214	4.869	5.337	5.188
SYPL2	0.271	2.995	0.207	1.836	0.163
CSRNP1	22.947	75.706	44.475	22.137	12.889
PDHB	26.222	21.595	27.925	28.564	31.148
GPC3	3.155	2.499	1.86	15.925	0.857
RBM15	2.148	1.491	2.15	1.057	1.556
ADSSL1	6.002	0.512	4.821	2.014	3.144
HSPC159	3.218	2.54	2.544	4.28	2.115
P2RX7	0.791	1.883	1.057	1.431	0.914
FAM10A4	8.536	5.445	7.086	8.963	7.477
RAMP3	2.713	22.924	2.952	36.457	1.991
FAM198B	3.33	23.368	1.843	47.245	2.529
PASK	2.679	0.79	2.587	0.743	3.456
DRAP1	26.911	34.654	43.368	35.737	28.01
EGLN1	9.636	9.832	8.496	12.235	9.753
OR10P1	0	0.162	0	0	0
TAS2R16	0	0	0	0	0
CHTF8	43.863	24.689	36.747	26.177	36.362
BCAR1	14.876	20.151	19.413	17.972	16.323
SPOPL	4.771	4.328	2.684	4.208	3.265
OR52I1	0	0	0	0	0.029
HS3ST6	10.312	0.086	9.997	0	1.292
SYVN1	20.363	16.897	24.522	13.267	20.026
SERTAD2	6.429	5.416	4.771	6.2	4.109
ZNF707	3.209	3.012	3.455	2.802	2.944
LGALS9C	0.289	0.127	0.426	0.083	0.561
NAGS	1.756	0.22	3.26	0.756	1.633
PDE3A	6.357	1.454	2.8	3.256	0.819
PPBPL2	0	0	0	0	0
B4GALT6	1.841	0.606	0.771	0.918	1.237
POC5	4.404	3.263	3.575	2.885	4.811
ORAI1	8.284	8.508	11.991	11.063	10.407
KRT26	0	0	0	0	0
MLLT11	1.09	7.565	2.696	4.262	1.339
RGN	2.641	3.697	1.008	2.452	2.451
BCL7B	20.088	24.805	21.382	20.464	19.961
C1orf223	0.039	0.083	0.046	0	0.309
CCDC82	7.507	5.773	3.78	5.85	5.686
GPR116	1.88	9.492	1.938	14.331	1.807
C12orf23	10.055	8.06	9.042	10.851	10.714
NSUN5P1	3.255	3.4	5.234	2.098	5.889
POLR2G	33.943	27.425	47.156	34.6	39.089
GSX1	0	0	0	0	0
C4orf38	0.25	0.337	0.502	0.676	0.315
FXYD2	0.823	0.569	0.867	0.356	0.291
OPRD1	0	0	0	0	0
TMEM145	0.048	0.069	0	0.059	0.097
GBA3	3.85	0.015	2.439	0	4.726
C1QA	20.093	14.529	33.66	38.36	53.48
OR51G2	0	0	0	0	0
LATS1	5.497	5.19	3.009	4.726	2.567
ENOX2	3.723	3.051	2.668	4.177	2.804
CACNB4	0.134	0.162	0.181	0.15	0.126
HIST1H1B	0	0	0	0	0
DAGLB	6.581	5.392	8.553	4.766	7.408
CYP2J2	2.075	0.016	1.275	0.075	0.763
BCL2L13	14.057	10.009	13.515	10.517	14.431
CYP39A1	3.778	1.771	2.456	1.823	2.083
SLC12A9	7.973	7.505	11.744	6.382	9.567
KLHL21	8.779	18.561	10.823	13.988	12.014
FLT3LG	5.306	8.938	8.446	10.604	5.708
ZFP37	1.486	1.022	0.918	1.502	0.945
DENND4A	3.729	3.755	2.208	3.11	2.961
HHLA2	1.463	0.353	1.296	0.13	1.534
SLC12A8	3.365	0.418	3.059	0.177	3.303
DEFB112	0	0	0	0	0
RIMBP2	4.096	3.377	2.599	1.302	7.335
GJD2	0	0.19	0	0	0
MYPN	0.005	0.05	0.019	0	0.125
OR1J2	0.011	0.036	0.121	0.014	0.079
MUC12	0.041	0.074	0.066	0.135	0.096
SLC25A45	1.347	1.518	1.955	1.442	1.941
RPTN	0	0	0	0	0
TNS4	0.027	0.088	0.098	0	0.74
UGT2A3	0	0	0	0	0
NCRNA00105	0.809	1.192	1.797	0.307	1.603
OR4F17	0	0	0	0	0
TSSK1B	0.012	0.062	0	0.028	0.012
UNCX	0	0	0	0	0
ELAC1	3.642	2.022	4.411	2.75	3.465
S100A16	45.223	39.162	59.874	48.139	73.075
PGK1	64.078	44.211	61.034	54.753	78.274
MEOX2	0.701	2.9	0.961	8.711	0.358
NRIP2	2.372	4.647	3.373	6.855	1.714
C5orf53	6.543	8.156	4.183	9.672	4.638
CEP135	2.32	4.944	1.892	2.645	3.759
LOC284276	4.174	2.375	5.075	1.767	6.127
RARB	3.784	5.201	3.385	4.099	4.641
NUP155	3.748	2.994	2.807	2.93	2.33
ADAM33	8.882	55.153	6.618	18.029	5.16
CCR4	0.035	0.314	0.103	0.339	0.069
PALM	42.134	32.008	45.732	28.649	16.949
NR2F6	28.652	10.075	50.249	11.04	31.03
ANO10	6.909	11.104	7.036	14.426	6.898
